,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,label
1892,"Of course, viruses don’t just “go away” regardless of the amount of propaganda or wishful thinking you throw at them. His theory, however, is telling. Trump’s strategy from the beginning of this crisis has been to minimize the threat and wish it away.",https://www.alternet.org/2020/05/poor-donald-trump-has-no-fixer-to-make-covid-19-go-away/,Alternet,coronavirus,left,Biased,Expresses writer’s opinion,['propaganda'],1
1893,Officials at Dartmouth College looked the other way this week when a group of leftist student activists disrupted classes to bring attention to their support for the Green New Deal.,https://www.breitbart.com/tech/2020/02/11/dartmouth-officials-allow-green-new-deal-protesters-to-crash-classes/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,environment,right,Biased,Somewhat factual but also opinionated,['leftist'],1
1894,"Oh for crying out loud. The desperation. Imagine if you got your news only from the New York Times, and how bigoted that would make you against non-liberals.",https://thefederalist.com/2015/02/04/3-ways-media-hacks-are-dangerously-politicizing-vaccines/,Federalist,vaccines,right,Biased,Expresses writer’s opinion,"['bigoted', 'for', 'crying', 'out', 'loud']",1
1895,"Oh, and Azar put on his best hyper-partisan hat to assure America that if the Trump administration and his Republican Party succeed in convincing the Supreme Court to wipe ""Obamacare"" from the books, then for sure, this time, then present a Republican plan to ""protect those with preexisting conditions"" with new legislation that hasn't been written, that Azar would not describe, with ""exact details"" that do not yet exist.",https://feeds.feedblitz.com/~/629109976/0/alternet_all~Trump-officials-take-to-Sunday-shows-to-dodge-and-deflect-pandemic-responsibility/,Alternet,universal health care,left,Biased,No agreement,"['hyper-partisan', 'hat']",1
1896,"Ohio's Down syndrome abortion ban and similar proposals around the country have triggered emotional debate over women’s rights, parental love, and the trust between doctor and patient.",https://www.nbcnews.com/news/us-news/down-syndrome-abortion-fight-ohio-takes-legal-twists-n1155276?cid=public-rss_20200311,MSNBC,abortion,left,Non-biased,Entirely factual,[],0
1897,Olympic swimming champion Cameron van der Burgh said he has been battling the coronavirus for the last two weeks.,https://www.nbcnews.com/news/us-news/olympic-gold-medalist-cameron-van-der-burgh-battling-coronavirus-n1166961?cid=public-rss_20200324,MSNBC,sport,left,Non-biased,Entirely factual,[],0
1898,"Omar believes USA Powerlifting is discriminating against males who identify as transgender women, based on the “myth” that they have a “direct competitive advantage” over biological females.",https://www.breitbart.com/sports/2019/02/06/ilhan-omar-wants-usa-powerlifting-investigated-banning-biological-males-competing-womens-events/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,sport,right,Biased,Entirely factual,[],1
1900,"On Chicago’s Magnificent Mile, for instance, stores like Gucci, H&M and Nordstrom are open but remain clad in plywood, having being looted months ago.",https://www.reuters.com/article/us-usa-insurance-protests/u-s-businesses-splurge-on-insurance-to-protect-against-post-election-chaos-idUSKBN27D1BH,Reuters,black lives matter,center,Non-biased,Entirely factual,[],0
1902,"On Friday, Trump claimed he had reached a landmark last-minute immigration deal with Mexico, which meant he no longer had to impose the tariffs he had been threatening, part of his incoherent southern-border policy.",https://www.alternet.org/2019/06/how-the-media-got-duped-once-again-by-trumps-phony-mexico-tariff-deal/,Alternet,international-politics-and-world-news,left,Biased,Somewhat factual but also opinionated,"['claimed', 'threatening', 'incoherent']",1
1903,"On Friday, Trump said he remained ready to help South Korea and Japan solve their lingering dispute over World War II-era forced labor that has blighted their trade ties.",https://www.breitbart.com/news/trump-offers-to-mediate-kashmir-conflict-between-india-and-pakistan/,Breitbart,international-politics-and-world-news,right,Non-biased,Entirely factual,['blighted'],0
1905,"On immigration, Klobuchar now supports a “path to citizenship” for illegal aliens — though she once took a harder line.",http://feedproxy.google.com/~r/breitbart/~3/_MIOlz4zV3o/,Breitbart,taxes,right,Biased,Somewhat factual but also opinionated,"['illegal', 'aliens']",1
1906,"On January 20, 2020, thousands upon thousands of Virginians descended upon Richmond to oppose Northam’s gun control push.",https://www.breitbart.com/politics/2020/01/30/virginia-democrats-pass-seven-ralph-northam-supported-gun-controls/,Breitbart,gun-control,right,Non-biased,Entirely factual,['thousands'],0
1907,"On July 15, New York City cops were bloodied in broad daylight by assailants who know that Mayor Bill De Blasio shares their dislike for the police.",http://feedproxy.google.com/~r/breitbart/~3/zfiBr_lg2YA/,Breitbart,universal health care,right,Biased,Somewhat factual but also opinionated,['bloodied'],1
1908,"On June 1, Donald Trump, the failed businessman who became president by pretending to be a successful businessman on reality TV, decided to tear-gas peaceful protesters in search of a photo op.",https://www.alternet.org/2020/07/trumps-war-on-cities-is-one-giant-photo-op-created-for-fox-news-and-campaign-ads/,Alternet,black lives matter,left,Biased,Expresses writer’s opinion,"['failed', 'pretending', 'photo-op']",1
1909,"On Monday evening, West called out his reality TV star wife and her mother, Kris Jenner, claiming the two “tried to lock” him up.",http://feedproxy.google.com/~r/breitbart/~3/r1zAotDleBY/,Breitbart,gun control,right,Non-biased,Somewhat factual but also opinionated,['claiming'],0
1910,"On Monday, as Common Dreams reported, Trump threatened to deploy federal forces to Chicago, Philadelphia, Detroit, Baltimore, and Oakland to confront Black Lives Matter protesters.",https://www.alternet.org/2020/07/this-has-to-stop-oregon-senators-unveil-amendment-to-bar-trump-from-sending-secret-police-into-us-cities/,Alternet,black lives matter,left,Non-biased,Somewhat factual but also opinionated,['threatened'],0
1914,"On Monday, the Supreme Court voted in an 8-1 decision against Rubio’s gimmick to take down Obamacare.",https://www.alternet.org/2020/04/marco-rubios-final-humiliation-gops-seven-year-campaign-against-key-obama-policy-was-just-terminated-by-the-supreme-court/,Alternet,universal health care,left,Biased,Somewhat factual but also opinionated,['gimmick'],1
1915,"On multiple occasions, Trump has claimed his full healthcare plan would be released in ""two weeks,"" ""one month,"" ""soon,"" and so on, the truth is that it has been three and a half years and Trump still has not released a plan. ",https://feeds.feedblitz.com/~/637445774/0/alternet/,Alternet,universal health care,left,Biased,No agreement,['claimed'],1
1916,"On one hand, it’s true that a female candidate would face an uphill battle against the ingrained sexism of the electorate, not to mention the vicious misogyny of Donald Trump.",https://www.alternet.org/2020/01/the-new-battle-over-sexism-hurts-both-warren-and-sanders-but-for-different-reasons/,Alternet,gender,left,Biased,Expresses writer’s opinion,"['ingrained', 'vicious']",1
1917,"On one hand, naive teenagers who signed off their financial futures to leftist, anti-American institutions would catch a break. The college cartel screwed you; now here’s a government waiver to make you forever grateful to the Democrats. ",https://www.breitbart.com/politics/2015/03/10/obama-considers-allowing-student-loans-to-be-wiped-out-in-bankruptcy/,Breitbart,student-debt,right,Biased,Expresses writer’s opinion,"['naive', 'leftist', 'anti-American', 'screwed', 'cartel']",1
1918,"On Saturday Donald Trump claimed he would impose (apparently by some hidden appropriations power that he does not Constitutionally possess) a “payroll tax holiday,” which would purportedly defer the payroll tax for certain employed Americans through December, as a means of financial assistance for individuals and families coping with the economic fallout of the COVID-19 pandemic. ",https://www.alternet.org/2020/08/in-the-middle-of-a-trump-gives-americans-a-glimpse-of-his-criminal-mind/?utm_source=&utm_medium=email&utm_campaign=5153,Alternet,taxes,left,Non-biased,No agreement,"['claimed', 'apparently']",0
1922,"On Sunday, the Observatory said pro-Ankara fighters executed three civilians who were hiding in an industrial part of Ras al-Ain.",https://www.breitbart.com/news/kurdish-fighters-withdraw-from-besieged-syria-town/,Breitbart,international-politics-and-world-news,right,Non-biased,Entirely factual,[],0
1923,"On the first point, Vox had a good piece yesterday noting that ISIS territory is only one piece of a larger puzzle.",http://www.msnbc.com/rachel-maddow-show/trump-blurts-out-achievement-syria-doesnt-appear-exist,MSNBC,international-politics-and-world-news,left,Non-biased,No agreement,[],0
1924,"On the heels of winning the female Ballon d’Or award on Monday, Rapinoe demanded that male soccer stars speak up on her political causes.",https://www.breitbart.com/sports/2019/12/04/megan-rapinoe-pleads-male-soccer-stars-become-political-activists/,Breitbart,sport,right,Non-biased,Entirely factual,[],0
1925,"On the other hand, it’s also true that men often use the “it’s not me, it’s the world” cover to discourage women’s dreams and ambitions, and often for self-serving reasons.",https://www.alternet.org/2020/01/the-new-battle-over-sexism-hurts-both-warren-and-sanders-but-for-different-reasons/,Alternet,gender,left,Non-biased,Expresses writer’s opinion,[],0
1926,"On this episode of the Federalist Radio Hour, Garett shares his experiences covering politics, how television and print media have changed, and his own account of the first year of the Trump presidency.",https://thefederalist.com/2018/10/17/white-house-correspondent-major-garrett-documents-wild-first-year-of-trump-presidency/,Federalist,trump-presidency,right,Non-biased,Entirely factual,[],0
1927,"On Thursday, West also agreed to make a $2 million donation in support of George Floyd and Ahmaud Abrery’s family members as well as black-owned businesses in Chicago and other cities.",http://feedproxy.google.com/~r/breitbart/~3/WW0v4G_YZmk/,Breitbart,black lives matter,right,Non-biased,Entirely factual,[],0
1928,"On top of the enormous financial impact, these beauty regimens require these women to take the time out of their busy schedules to attend to their appearances in a way that men in power are spared. ",https://www.alternet.org/2019/10/the-real-scandal-behind-aocs-haircut/,Alternet,gender,left,Non-biased,Somewhat factual but also opinionated,['enormous'],0
